,title,price,link
96,"ASUS TUF Gaming F15, 15.6"" (39.62cm) FHD 144Hz, 13th Gen Intel Core i7-13620H, Gaming Laptop (16GB DDR5/512GB SSD/NVIDIA GeForce RTX 4060 /Windows 11//Mecha Gray/2.20 Kg), FX507VV-LP287W  ","99,990",https://www.amazon.in/ASUS-39-62cm-i7-13620H-GeForce-FX507VV-LP287W/dp/B0D25TQNN7/ref=sr_1_213?crid=3KHNT4HXJ08W6&dib=eyJ2IjoiMSJ9.YFjebQvad6jGmYw3VwMpxbHjjWZa4Rfst_8PTYdYxWJDff89PFnNRRXfc3mxkixKzQZUPRNM48Pgd0qUkSo1gxWURO-2m4yrgoRgmrk1ipHxB7s8-JerKtlA8qU7ChLxp604fcJoBkR-9T2XoNvCpl3NXJa-60Sy1FTPauHvh1AhOBW0_Yglv0o2s-iNzLKH937vaefygfHxQNx6m-6i_2OVZDdlmteMoDtQlgnR7sI.uzrFEHbFKg5re0fNdnqdoo6pxqYZqZ1aAoPbrn0u1NQ&dib_tag=se&keywords=laptops&qid=1729599182&sprefix=laptops%2Caps%2C524&sr=8-213
97,"Lenovo V15 G4 AMD Athlon Silver 7120U Laptop 8GB LPDDR5 Ram, 512 GB SSD PCIe, Windows 11 Lifetime Validity,15.6"" FHD Screen, AMD Radeon 610M, Silver, 1 Year Brand Warranty  ","24,990",https://www.amazon.in/Lenovo-V15-Lifetime-Validity-Warranty/dp/B0CL7CMTXS/ref=sr_1_58?crid=3KHNT4HXJ08W6&dib=eyJ2IjoiMSJ9.3o9SUTfjKRaHB7vGTAtzYcwfM5M6AIvuk0id261sFc5zEHF7Hv4hocLdYwQC-AUIHuzVKAUOOB_-xjRF-k6_SspYioEV_w4qVvs9EBcY0mtuobunpVlLNC8Q9nUkDj_q4gBEwJnrX2kbAB7kxEmthm93NTukbRqvqqMfp7NVdgGIA_tm7RsmNhPCD0Nzhk7A7YxtUoCNZwx7ceMR3ResQJwy1AMqqgj6pPYvcaPCAbQ.SJZhLQHfIRGoE3w6m9UiUJ-Ib3mvW-J6jFQ7KusI-uo&dib_tag=se&keywords=laptops&qid=1729599153&sprefix=laptops%2Caps%2C524&sr=8-58
98,"Dell Inspiron 3530 Laptop, 13th Generation Intel Core i7-1355U Processor, 16GB, 512GB, 15.6"" (39.62cm) FHD 120Hz Display, Backlit KB, Windows 11 + MSO'21, 15 Month McAfee, Silver, Thin & Light-1.62kg  ","67,490",https://www.amazon.in/Dell-Inspiron-3530-i7-1355U-Processor/dp/B0CJK111K3/ref=sr_1_147?crid=3KHNT4HXJ08W6&dib=eyJ2IjoiMSJ9.VuLMylXYjIrZxxz9LixIRfKMMgSs3uDIowPsffDi8KjRXqtM4_2qP_8FsPwLbZpIuCrFH4RIFzLU6unuN0T2xb6Di_cmYHE6LtffxR974MzSRLSohH6pnSIRiGadF8QAoFmVNIMRryF9MeVg64jxWg0Qkf-Kr1Ha3n5Dz6sMiXz4grJnIkBfQf1-SSpjyTs8XrWiimw0rFWqxG3IOIxwggE-YW89qN7QXQHy88I0nq0.WwGN9DdWnn5iQJkKJKUVrD-_T_coQEXUEPf3u8Ubs3I&dib_tag=se&keywords=laptops&qid=1729599169&sprefix=laptops%2Caps%2C524&sr=8-147
99,"ASUS Vivobook 16 (2023)Thin & Light Laptop,Intel Core i9-13900H 13th Gen, 16"" (40.64 cm) FHD+(16GB RAM/512GB SSD/Intel Iris Xe/Win 11/Office 2021/Backlit KB/Fingerprint/Black/1.88 kg) X1605VA-MB947WS  ","79,990",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1OTI3NDc4OTIwNzk4MTk5OjE3Mjk1OTkxNDA6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDE2Njk0MTUwNTgzMjo6Mjo6&url=%2FASUS-Vivobook-i9-13900H-Fingerprint-X1605VA-MB947WS%2Fdp%2FB0CHMZRC89%2Fref%3Dsxin_12_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.cd33fa60-47cd-49f3-80b8-24b1f0cbef97%253Aamzn1.sym.cd33fa60-47cd-49f3-80b8-24b1f0cbef97%26crid%3D3KHNT4HXJ08W6%26cv_ct_cx%3Dlaptops%26dib%3DeyJ2IjoiMSJ9.QJAPJMh-AADRZ2KDfbJ0egXyg9760X34rhvvRFjZS3E4v8B5ech8i9vamst2NDKlDKL8c6rVkYbyrPwJnwyS_w.YrCuMsJcmvMPiO61zBKRRq-4-n7THJaj_kn1_yef_7s%26dib_tag%3Dse%26keywords%3Dlaptops%26pd_rd_i%3DB0CHMZRC89%26pd_rd_r%3D0cd9c000-6445-46ab-a75c-446cf7e280ab%26pd_rd_w%3DtHmyE%26pd_rd_wg%3D5qmcf%26pf_rd_p%3Dcd33fa60-47cd-49f3-80b8-24b1f0cbef97%26pf_rd_r%3D60FW7ZS2XQA1VDRV5FHM%26qid%3D1729599139%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dlaptops%252Caps%252C524%26sr%3D1-3-ced4eeeb-b190-41d6-902a-1ecb3fb8b7c4-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1
100,"HP 15 AI PC Core Ultra 5 125H (16GB RAM/512GB SSD/FHD/Windows 11/MS Office'21/Backlit Keyboard/Metal Body/15.6"" (39.6cm)/Silver/1.65 kg) fd1099TU Laptop  ","70,999",https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxNjU5NjQ5NTEzNzAwNToxNzI5NTk5MTUzOnNwX2F0Zl9uZXh0OjMwMDM0MjQ3NzY5ODAzMjo6MDo6&url=%2FHP-Windows-Office21-Keyboard-fd1099TU%2Fdp%2FB0D262YX9D%2Fref%3Dsr_1_49_sspa%3Fcrid%3D3KHNT4HXJ08W6%26dib%3DeyJ2IjoiMSJ9.3o9SUTfjKRaHB7vGTAtzYcwfM5M6AIvuk0id261sFc5zEHF7Hv4hocLdYwQC-AUIHuzVKAUOOB_-xjRF-k6_SspYioEV_w4qVvs9EBcY0mtuobunpVlLNC8Q9nUkDj_q4gBEwJnrX2kbAB7kxEmthm93NTukbRqvqqMfp7NVdgGIA_tm7RsmNhPCD0Nzhk7A7YxtUoCNZwx7ceMR3ResQJwy1AMqqgj6pPYvcaPCAbQ.SJZhLQHfIRGoE3w6m9UiUJ-Ib3mvW-J6jFQ7KusI-uo%26dib_tag%3Dse%26keywords%3Dlaptops%26qid%3D1729599153%26sprefix%3Dlaptops%252Caps%252C524%26sr%3D8-49-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
101,"ASUS TUF Gaming A15, AMD Ryzen 7 7435HS, 15.6-inch FHD 144Hz, Gaming Laptop (16GB/512GB SSD/NVIDIA GeForce RTX 4050/Windows 11/90WHr/Mecha Gray/2.2 Kg), FA507NUR-LP082W  ","79,990",https://www.amazon.in/ASUS-15-6-inch-GeForce-Windows-FA507NUR-LP082W/dp/B0D5DCSNM1/ref=sr_1_150?crid=3KHNT4HXJ08W6&dib=eyJ2IjoiMSJ9.VuLMylXYjIrZxxz9LixIRfKMMgSs3uDIowPsffDi8KjRXqtM4_2qP_8FsPwLbZpIuCrFH4RIFzLU6unuN0T2xb6Di_cmYHE6LtffxR974MzSRLSohH6pnSIRiGadF8QAoFmVNIMRryF9MeVg64jxWg0Qkf-Kr1Ha3n5Dz6sMiXz4grJnIkBfQf1-SSpjyTs8XrWiimw0rFWqxG3IOIxwggE-YW89qN7QXQHy88I0nq0.WwGN9DdWnn5iQJkKJKUVrD-_T_coQEXUEPf3u8Ubs3I&dib_tag=se&keywords=laptops&qid=1729599169&sprefix=laptops%2Caps%2C524&sr=8-150
102,"Lenovo Yoga Slim 7 Intel Core Ultra 7 155H Built-in AI 14""(35.5cm) WUXGA-OLED 400Nits Laptop (32GB/1TB SSD/100% DCI-P3/FHD+IR Camera/Win11/MSO 21/1Yr ADP Free/3Mon. Game Pass/Grey/1.39Kg), 83CV002DIN  ","1,04,790",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1ODM0MjUxNDQ2Mzg4MTg3OjE3Mjk1OTkxNjY6c3BfYnRmOjMwMDE2OTI0MTg3NDUzMjo6MDo6&url=%2FLenovo-Built-WUXGA-OLED-400Nits-83CV002DIN%2Fdp%2FB0CTMQDLQX%2Fref%3Dsr_1_149_sspa%3Fcrid%3D3KHNT4HXJ08W6%26dib%3DeyJ2IjoiMSJ9.y16ieHGWwZHHuKxG3tJHw9ADdtMciUlDH0f8VGPM0GK1q7apjyozJhDOmegrUCW0kQ2XFQIDXBDD7hjs6jWL6DZCWcsM7D4BVCUsumzvmv-VyJkC5j20Ln7RWkL8Rh5EjJz85-rbvUqH7Nz7v8cjPBp3kgidEm4VrZW95Kx8STxMiOl40QhDgNXFKelant9u8to01wxVjDbqukBjtFCjpMltcMA0gsJTAMQcAc30oqs.cw8M_H1BMXfBnGTMNoflCdZcGEKpxlIK_A7FSqo_560%26dib_tag%3Dse%26keywords%3Dlaptops%26qid%3D1729599166%26sprefix%3Dlaptops%252Caps%252C524%26sr%3D8-149-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
103,HP 15s Core i5 12th Gen (16GB RAM/512GB SSD/FHD/MS Office 21 /Backlit Keyboard /15.6-inch (39.6 cm)/FHD/Windows 11/Silver/1.69 kg) fy5009TU/fd0111tu Laptop  ,"52,990",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3MDg4MjQ0MzMxNDk0NDAwOjE3Mjk1OTkxNzk6c3BfYnRmOjMwMDM0NzgzMzc5ODEzMjo6MDo6&url=%2FHP-Keyboard-15-6-inch-fy5009TU-fd0111tu%2Fdp%2FB0D4M66F6R%2Fref%3Dsr_1_213_sspa%3Fcrid%3D3KHNT4HXJ08W6%26dib%3DeyJ2IjoiMSJ9.QSpRRfzGoJgfRm8Ec6YsZMy5FKsv3eHfS_qp0GU44Uj5xzqqEiUeW7JK3XJ3_4X0dVuReNEAw51CImO9P5wq20U4GDXEy2LD39ay75oaK4WD6hAW06hb1iFX9MsUgxUs0oOhgdvndatiD0aD3Kc8rNohH1cEmRJr-xi2-YhDYwnTeUfMYwwSeAmuM0JESmKoaG6PudvIsbVoENpSn-LnqoQN-rP4ghe5Z0utk9COHHM.XA-Y3ftG3hViSeSRxLrklI7FfA1NvEApj-anpaUPFvo%26dib_tag%3Dse%26keywords%3Dlaptops%26qid%3D1729599179%26sprefix%3Dlaptops%252Caps%252C524%26sr%3D8-213-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
104,"HP [Smart Choice Omen Gaming Laptop,AMD Ryzen 7 7840Hs,8Gb RTX 4060 Gpu,16.1""(40.9 Cm),Fhd,IPS,165 Hz,300 Nits,16Gb Ddr5,1Tb Ssd,RGB Kb,7Ms Response Time (Win 11,Black,2.32 Kg),Xd0020Ax  ","1,11,990",https://www.amazon.in/Choice-HP-Gaming-Response-xd0020AX/dp/B0CCVZP835/ref=sr_1_276?crid=3KHNT4HXJ08W6&dib=eyJ2IjoiMSJ9.r7540EO3dyQCUdJA0Qi38nCMmjkztDN54wuCDv8Up7BLG1rmSkroIDnS_4XIzr6R2rBep5SeG_XFEbGOgJPvYyj6Pb7YDCG7BK4gLstG0haZ3ToUngakZv8DnIFp0Q62pZYJGlFefv6GkMIlbDAKy-cfi1HCXPN_WOenTryPysYxa6NqKtIj1Bh7sTl2IM844A4q01xVaqNxChvYY4qzKvg13W2c32t0mGtXaeLRGI0.e-I_t1J1a3E3e_fwcO-K4MatIUicTGu2uYB9XAW47EM&dib_tag=se&keywords=laptops&qid=1729599202&sprefix=laptops%2Caps%2C524&sr=8-276
105,"Acer Predator Helios Neo 16 Gaming Laptop 13th Gen Intel Core i9 Processor (16 GB/1 TB SSD/Windows 11 Home/NVIDIA GeForce RTX 4060) PHN16-71, (16"") WUXGA Display  ","1,39,990",https://www.amazon.in/Acer-Predator-Processor-Windows-PHN16-71/dp/B0CCRWH2YM/ref=sr_1_237?crid=3KHNT4HXJ08W6&dib=eyJ2IjoiMSJ9.TCfR8gM8bR2BQJNGij6WTbgXQxk6FCb21vwWofU50VkjtejWYlghy-DGo3TyJBXP0d9HcpOiM4UfutjgHrmzGPIFhC5UmMJb6BdX0BBDIDONxoiZgRaVuzAXLQElsIlljUMEP2P9S0OrKR1JoaJ8djLGkWf9qEv15yLyXWlQOeXDFzXkcfJtOCks23e25QFXV14nPaIBL2RkA-8kye3aAClGGnumlKtP8PEFuchXqY4.texsSGQDVnGcs6jrYDOArKJO_qAx-L4jeZi-DOriOQE&dib_tag=se&keywords=laptops&qid=1729599185&sprefix=laptops%2Caps%2C524&sr=8-237
106,"Lenovo IdeaPad Slim 5 13th Gen Intel Core i7 13700H 16"" (40.6cm) WUXGA-IPS 300Nits Thin & Light Laptop (16GB/1TB SSD/Win 11/MSO 21/FHD+IR Camera/Alexa/1Yr ADP Free/Cloud Grey/1.9Kg), 82XF007FIN  ","89,000",https://www.amazon.in/Lenovo-IdeaPad-WUXGA-IPS-300Nits-82XF007FIN/dp/B0D9H2XBVL/ref=sr_1_225?crid=3KHNT4HXJ08W6&dib=eyJ2IjoiMSJ9.YFjebQvad6jGmYw3VwMpxbHjjWZa4Rfst_8PTYdYxWJDff89PFnNRRXfc3mxkixKzQZUPRNM48Pgd0qUkSo1gxWURO-2m4yrgoRgmrk1ipHxB7s8-JerKtlA8qU7ChLxp604fcJoBkR-9T2XoNvCpl3NXJa-60Sy1FTPauHvh1AhOBW0_Yglv0o2s-iNzLKH937vaefygfHxQNx6m-6i_2OVZDdlmteMoDtQlgnR7sI.uzrFEHbFKg5re0fNdnqdoo6pxqYZqZ1aAoPbrn0u1NQ&dib_tag=se&keywords=laptops&qid=1729599182&sprefix=laptops%2Caps%2C524&sr=8-225
107,"Acer Aspire Lite AMD Ryzen 7-5700U Processor Premium Laptop (16GB RAM/1TB SSD/Win11 Home/AMD Radeon Graphics) AL15-41, 39.62cm (15.6"") Full HD Display, Multi Color Backlit Keyboard, Steel Gray, 1.59KG  ","40,890",https://www.amazon.in/Acer-Processor-Graphics-AL15-41-Keyboard/dp/B0D4ZB6GH2/ref=sr_1_180?crid=3KHNT4HXJ08W6&dib=eyJ2IjoiMSJ9._5-byIxB1g71bwGt435cBYprXrLNf5T63KOksE6QtJ8PutkO-3T-qsZk3OjC9PM4znGermt6t5evemmx7vZLmg_tK170lWVmPA_DksvRJe8XO8XbRMeF6huL-tPPsF0lgFSFyydRtvGvYBLE2zB8t5XPILMktWkIzNe_Wv64IbhgbMbYImfFOjbQkGyl5HX4YaUEhwxOi5MIM3Zq5GalyB7zFMAUo9ElP45LPlQoh-A.cHHOpz9zgv1RKDyDa01gyLLEJhIOQCrADOH0C5BzbL0&dib_tag=se&keywords=laptops&qid=1729599172&sprefix=laptops%2Caps%2C524&sr=8-180
108,"HP 15s Intel Core i5 12th Gen (16GB DDR4 RAM/ 512 GB NVMe M.2 SSD/Windows 11 / MS Office'2021 / FHD 15.6"" (39.6 cm) + Backlit Keyboard/Silver / 1.69 kg/Dual Speakers) fq5330TU / Laptop  ","50,990",https://www.amazon.in/HP-Windows-Backlit-Keyboard-fq5330TU/dp/B0CTKHTNWL/ref=sr_1_77?crid=3KHNT4HXJ08W6&dib=eyJ2IjoiMSJ9.frq3NIqmigJz77S1nWoMAq42qYhdfRNnIKqWCJT9dfIN5fB1i7dcT8dHG0U-KIfCFNj-AF1Y-qvTOSPzuRy9SCuayWQWXwSph4L0gLAnsh9_4rDNn1jsCxm3Gezpw1YXfev1vH-ie8UtPBlCeSfMHhWMNzRrnkLI3JsfkPtcPTWsXn6XHNE3GdyqCLbpA3ZP8luMq6bU96J97mGV9QRTOVk-I_qqxj7bdsbObQRY0Q0.JE565v6eyAd8sknDQDx6ydOXDS_bCfpss5axB2SvPLA&dib_tag=se&keywords=laptops&qid=1729599155&sprefix=laptops%2Caps%2C524&sr=8-77
109,"Dell 15 Thin & Light Laptop, Core i5-1235U Processor, 8GB RAM + 512GB SSD, 15.6"" FHD Window 11 + MSO '21, 15 Month McAfee, Spill-Resistant Keyboard, Black, 1.66kg  ","42,990",https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxNjU5NjQ5NTEzNzAwNToxNzI5NTk5MTUzOnNwX2J0ZjozMDAxMzc5MDM3Nzc3MzI6OjA6Og&url=%2FDell-i5-1235U-Processor-Antivirus-Spill-Resistant%2Fdp%2FB0CSG4G18G%2Fref%3Dsr_1_69_sspa%3Fcrid%3D3KHNT4HXJ08W6%26dib%3DeyJ2IjoiMSJ9.3o9SUTfjKRaHB7vGTAtzYcwfM5M6AIvuk0id261sFc5zEHF7Hv4hocLdYwQC-AUIHuzVKAUOOB_-xjRF-k6_SspYioEV_w4qVvs9EBcY0mtuobunpVlLNC8Q9nUkDj_q4gBEwJnrX2kbAB7kxEmthm93NTukbRqvqqMfp7NVdgGIA_tm7RsmNhPCD0Nzhk7A7YxtUoCNZwx7ceMR3ResQJwy1AMqqgj6pPYvcaPCAbQ.SJZhLQHfIRGoE3w6m9UiUJ-Ib3mvW-J6jFQ7KusI-uo%26dib_tag%3Dse%26keywords%3Dlaptops%26qid%3D1729599153%26sprefix%3Dlaptops%252Caps%252C524%26sr%3D8-69-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
110,"(Refurbished) Dell Latitude Laptop 5400 Intel Core i5 Mobile-8th Gen -Processor , 16 GB Ram & 1TB SSD, 14 Inches FHD 1080p Screen Notebook Computer  ","21,500",https://www.amazon.in/Refurbished-Dell-Latitude-Mobile-8th-Processor/dp/B0CGRLB8NC/ref=sr_1_106?crid=3KHNT4HXJ08W6&dib=eyJ2IjoiMSJ9.nGFG1QgtL4Jfm6JocHpWsfaV_TYjbxy47BFC79jqOwhUWkkuY2TQih2FvLzoiMzTAfhPHW_TUrIW_lpRsQ0viVRuf5usJR2PD4u1DMawfcfCq2Dqy-XToFYNUA4KLg5ujV3qegkYhmUy0XZQbs7LQwh_Dzr4VJatulQ9xtIAJT97rwVBhPDageX2nOZrnJl_c4sCBBdQAglVuN2V_33bl63uYaEjRyTvPSNLf9MfKXk.syVpQMRxUEj-VjYxT6gRt7bsXie6pEh-HjZwLisS8aw&dib_tag=se&keywords=laptops&qid=1729599161&sprefix=laptops%2Caps%2C524&sr=8-106
111,"Dell {Smartchoice} G15-5530 Core i5-13450HX| NVIDIA RTX 3050, 6GB (16GB RAM|1TB SSD, FHD|Window 11|MS Office' 21|15.6"" (39.62cm)|Dark Shadow Grey|2.65Kg|Gaming Laptop  ","69,990",https://www.amazon.in/Dell-Smartchoice-G15-5530-Gaming-i5-13450HX/dp/B0CRKXDX83/ref=sr_1_36?crid=3KHNT4HXJ08W6&dib=eyJ2IjoiMSJ9.cs_BFLh0J-jtg0eRsTHaiFrA9IYLm2PbjTOIueUCVwjqA2lVsn5f_QibypvlGZQEE7FG4rOTnmJfacpfIxuLbSM0LDFc0uc3ijTcNqL4QP79vqBuB_AUZ3bn2RQN_B3Y5gGIgVAEONESalMqUT_JDZMGmuNoD4m5Pz4OmiyNuIYwX4XmZKv8S_NFIlVIvGMw5dhS4PuWHLDEHx-tsVcvWBqFREUYZVcqAxSVXfl7lCY.LDwYHY770aIgrfYyLXvnTECndFp4rPve12rSKE0FiA0&dib_tag=se&keywords=laptops&qid=1729599146&sprefix=laptops%2Caps%2C524&sr=8-36
112,"Dell Inspiron 3530 Thin & Light Laptop, 13th Gen Intel Core i3-1305U/8GB/512GB SSD/15.6"" (39.62cm) 120Hz Refresh Rate on a FHD IPS Display/Windows 11 + MSO'21+McAfee 15 Month/Carbon Black/1.62kg  ","36,990",https://www.amazon.in/Dell-Inspiron-3530-i3-1305U-Comfortview/dp/B0C4ZM63RP/ref=sr_1_30?crid=3KHNT4HXJ08W6&dib=eyJ2IjoiMSJ9.cs_BFLh0J-jtg0eRsTHaiFrA9IYLm2PbjTOIueUCVwjqA2lVsn5f_QibypvlGZQEE7FG4rOTnmJfacpfIxuLbSM0LDFc0uc3ijTcNqL4QP79vqBuB_AUZ3bn2RQN_B3Y5gGIgVAEONESalMqUT_JDZMGmuNoD4m5Pz4OmiyNuIYwX4XmZKv8S_NFIlVIvGMw5dhS4PuWHLDEHx-tsVcvWBqFREUYZVcqAxSVXfl7lCY.LDwYHY770aIgrfYyLXvnTECndFp4rPve12rSKE0FiA0&dib_tag=se&keywords=laptops&qid=1729599146&sprefix=laptops%2Caps%2C524&sr=8-30
113,"ASUS Vivobook 14 Thin and Light Laptop, Core i3-1215U 12th Gen, 14"" (35.56 cm) FHD, 60Hz (8GB RAM/512GB SSD/Windows 11/Office 2021/Fingerprint/42WHr /Blue/1.40 kg), X1404ZA-NK321WS  ","31,990",https://www.amazon.in/ASUS-Vivobook-IntelCore-Fingerprint-X1404ZA-NK321WS/dp/B0CCP9PH92/ref=sr_1_20?crid=3KHNT4HXJ08W6&dib=eyJ2IjoiMSJ9.cs_BFLh0J-jtg0eRsTHaiFrA9IYLm2PbjTOIueUCVwjqA2lVsn5f_QibypvlGZQEE7FG4rOTnmJfacpfIxuLbSM0LDFc0uc3ijTcNqL4QP79vqBuB_AUZ3bn2RQN_B3Y5gGIgVAEONESalMqUT_JDZMGmuNoD4m5Pz4OmiyNuIYwX4XmZKv8S_NFIlVIvGMw5dhS4PuWHLDEHx-tsVcvWBqFREUYZVcqAxSVXfl7lCY.LDwYHY770aIgrfYyLXvnTECndFp4rPve12rSKE0FiA0&dib_tag=se&keywords=laptops&qid=1729599146&sprefix=laptops%2Caps%2C524&sr=8-20
114,"HP Victus Gaming Laptop, 13th Gen Intel Core i5-13420H, 4GB RTX 2050 GPU, 15.6-inch (39.6 cm), FHD, IPS, 144Hz, 16GB DDR4, 1TB SSD, Backlit KB, B&O, Dual Speakers (MSO, Silver, 2.37 kg), fa1307TX  ","67,990",https://www.amazon.in/HP-i5-13420H-15-6-inch-Speakers-fa1307TX/dp/B0D2LG3DRJ/ref=sr_1_208?crid=3KHNT4HXJ08W6&dib=eyJ2IjoiMSJ9.QSpRRfzGoJgfRm8Ec6YsZMy5FKsv3eHfS_qp0GU44Uj5xzqqEiUeW7JK3XJ3_4X0dVuReNEAw51CImO9P5wq20U4GDXEy2LD39ay75oaK4WD6hAW06hb1iFX9MsUgxUs0oOhgdvndatiD0aD3Kc8rNohH1cEmRJr-xi2-YhDYwnTeUfMYwwSeAmuM0JESmKoaG6PudvIsbVoENpSn-LnqoQN-rP4ghe5Z0utk9COHHM.XA-Y3ftG3hViSeSRxLrklI7FfA1NvEApj-anpaUPFvo&dib_tag=se&keywords=laptops&qid=1729599179&sprefix=laptops%2Caps%2C524&sr=8-208
115,"Lenovo ThinkPad E14 Intel Core i5 13th Gen 14"" WUXGA IPS 300 Nits Thin and Light Laptop (8GB RAM/512GB SSD/Windows 11 Home/Backlit Keyboard/FPR/Black/1Y Onsite/1.41 kg), 21JKS13M00  ","67,590",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3ODM0NzEzNzE4ODc0NDY4OjE3Mjk1OTkxODI6c3BfYnRmOjMwMDM3NDEzOTE1MDEzMjo6MDo6&url=%2FLenovo-ThinkPad-Windows-Keyboard-21JKS13M00%2Fdp%2FB0D672FX82%2Fref%3Dsr_1_230_sspa%3Fcrid%3D3KHNT4HXJ08W6%26dib%3DeyJ2IjoiMSJ9.YFjebQvad6jGmYw3VwMpxbHjjWZa4Rfst_8PTYdYxWJDff89PFnNRRXfc3mxkixKzQZUPRNM48Pgd0qUkSo1gxWURO-2m4yrgoRgmrk1ipHxB7s8-JerKtlA8qU7ChLxp604fcJoBkR-9T2XoNvCpl3NXJa-60Sy1FTPauHvh1AhOBW0_Yglv0o2s-iNzLKH937vaefygfHxQNx6m-6i_2OVZDdlmteMoDtQlgnR7sI.uzrFEHbFKg5re0fNdnqdoo6pxqYZqZ1aAoPbrn0u1NQ%26dib_tag%3Dse%26keywords%3Dlaptops%26qid%3D1729599182%26sprefix%3Dlaptops%252Caps%252C524%26sr%3D8-230-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
116,HP 15 Core i5 13th Gen (16GB RAM/512GB SSD/FHD/Windows 11/MS Office/Backlit KB/15.6” (39.6cm)/Silver/1.59kg) fd0316TU Laptop  ,"54,990",https://www.amazon.in/HP-Windows-Office-Backlit-fd0316TU/dp/B0D4LWYWF9/ref=sr_1_31?crid=3KHNT4HXJ08W6&dib=eyJ2IjoiMSJ9.cs_BFLh0J-jtg0eRsTHaiFrA9IYLm2PbjTOIueUCVwjqA2lVsn5f_QibypvlGZQEE7FG4rOTnmJfacpfIxuLbSM0LDFc0uc3ijTcNqL4QP79vqBuB_AUZ3bn2RQN_B3Y5gGIgVAEONESalMqUT_JDZMGmuNoD4m5Pz4OmiyNuIYwX4XmZKv8S_NFIlVIvGMw5dhS4PuWHLDEHx-tsVcvWBqFREUYZVcqAxSVXfl7lCY.LDwYHY770aIgrfYyLXvnTECndFp4rPve12rSKE0FiA0&dib_tag=se&keywords=laptops&qid=1729599146&sprefix=laptops%2Caps%2C524&sr=8-31
117,"HP Victus Gaming Laptop, 12th Gen Intel Core i7-12650H, 6GB RTX 4050 GPU, 15.6-inch (39.6 cm), FHD, IPS, 144Hz, 16GB DDR4, 512GB SSD, Backlit KB, B&O, Dual Speakers (Silver, 2.29 kg), 15-fa1134TX  ","97,000",https://www.amazon.in/HP-i7-12650H-15-6-inch-Backlit-fa1134TX/dp/B0CJYCKLZ8/ref=sr_1_162?crid=3KHNT4HXJ08W6&dib=eyJ2IjoiMSJ9.VuLMylXYjIrZxxz9LixIRfKMMgSs3uDIowPsffDi8KjRXqtM4_2qP_8FsPwLbZpIuCrFH4RIFzLU6unuN0T2xb6Di_cmYHE6LtffxR974MzSRLSohH6pnSIRiGadF8QAoFmVNIMRryF9MeVg64jxWg0Qkf-Kr1Ha3n5Dz6sMiXz4grJnIkBfQf1-SSpjyTs8XrWiimw0rFWqxG3IOIxwggE-YW89qN7QXQHy88I0nq0.WwGN9DdWnn5iQJkKJKUVrD-_T_coQEXUEPf3u8Ubs3I&dib_tag=se&keywords=laptops&qid=1729599169&sprefix=laptops%2Caps%2C524&sr=8-162
118,"Acer Aspire 5 Gaming Laptop Intel Core i5 12th gen (16 GB/512 GB SSD/Win11 Home/4GB Graphics/RTX 2050) A515-57G (15.6"" FHD Display, 1.8 Kg)  ","57,990",https://www.amazon.in/Acer-12-Cores-Processor-Graphics-A515-57G/dp/B0B5KTSVTG/ref=sr_1_267?crid=3KHNT4HXJ08W6&dib=eyJ2IjoiMSJ9.6_9f43f9yYeCMz7yUq5UhW9HBnSgA9sRJPBy4tRwyNBVNOD9cYBy01KXAECVrDhTO9uhG73BLuBQYzjAsrTUDE8rq0lJazKoRhaad6EC7T7W8p2iFYJ94bP9eNDJevaOdXrSYpAcuTstMlJ1buNNiKhn-2Av4ovdshEYJ6l09kr0lBNihe5gv8klONMuo-aFWEulHohrgctQDiO3ZhqI-YFuqqISfQLbH9PpoQC8Sd0.Vd4BTYygflBpJIoIUpjDM8tMuK8qbMYz9Lej7pmTyig&dib_tag=se&keywords=laptops&qid=1729599197&sprefix=laptops%2Caps%2C524&sr=8-267
